s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
1.623567351684118023e+02,1.370931847499320178e+01,-9.012551018993781327e+01,1.355586740320356753e+00,7.681717824964411079e-02,9.944573436018817603e+00,2.420021134971180210e+00
1.625566818865995060e+02,1.351364556175186848e+01,-9.008430524442820797e+01,1.370883565674408278e+00,7.611551090241690243e-02,9.993112197515639394e+00,2.396344613472586538e+00
1.627566286047872097e+02,1.331729363957065004e+01,-9.004607061903185183e+01,1.386056063639314218e+00,7.557203923878727525e-02,1.004094486960052457e+01,2.358980683064205497e+00
1.629565753229749134e+02,1.312044480520220979e+01,-9.001081760397161702e+01,1.401098907164503693e+00,7.493305633589998627e-02,1.008781020668265960e+01,2.333798625977018038e+00
1.631565220411625887e+02,1.292302353273948334e+01,-8.997850860072472301e+01,1.416040182380383872e+00,7.436436356914745416e-02,1.013396198524550407e+01,2.303553620110816880e+00
1.633564687593502924e+02,1.272536449121348667e+01,-8.994917200043138905e+01,1.430847904960813377e+00,7.390201966170276138e-02,1.017931046247347737e+01,2.264485493069305910e+00
1.635564154775379961e+02,1.252692819800426705e+01,-8.992271189408904775e+01,1.445614184125356250e+00,7.365756500998442424e-02,1.022369377362544718e+01,2.204955180012650118e+00
1.637563621957256998e+02,1.232838615846507935e+01,-8.989921053302619214e+01,1.460328671883309060e+00,7.339083886723075933e-02,1.026672593774942222e+01,2.150440186558068234e+00
1.639563089139134036e+02,1.212955300981107598e+01,-8.987862744705172702e+01,1.474943477045394857e+00,7.289374756387598242e-02,1.030852115469426700e+01,2.122906746012448220e+00
1.641562556321011073e+02,1.193013249782582008e+01,-8.986092438358255663e+01,1.489607390159079170e+00,7.391036638687656368e-02,1.034961568709421620e+01,1.935105795315628985e+00
1.643562023502888110e+02,1.173102071077705233e+01,-8.984621087853420818e+01,1.504499562390018141e+00,7.464710648897487921e-02,1.038693318438052771e+01,1.782907484629303596e+00
1.645561490684764863e+02,1.153134889042411615e+01,-8.983443208951034364e+01,1.519150721905764279e+00,7.172440691734154050e-02,1.042119733896030098e+01,2.032797656952431087e+00
1.647560957866641900e+02,1.133162073511542012e+01,-8.982551367970584977e+01,1.532992029912185306e+00,6.585844891853374905e-02,1.046012697905946709e+01,2.600010624616689636e+00
1.649560425048518937e+02,1.113195603804720513e+01,-8.981922759968384185e+01,1.545406206775067570e+00,5.844590649073509031e-02,1.050970901601648855e+01,3.085013697834093183e+00
1.651559892230395974e+02,1.093195419967592841e+01,-8.981527177990815858e+01,1.556400184896913785e+00,5.144016550561270051e-02,1.056823827940259619e+01,3.060274191238653962e+00
1.653559359412273011e+02,1.073201324103152032e+01,-8.981337421164511170e+01,1.565975030859306116e+00,4.432987194722149554e-02,1.062597966743846811e+01,3.035733077015700498e+00
1.655558826594150048e+02,1.053219725591466549e+01,-8.981324785857727022e+01,1.574111450979382987e+00,3.709168147880560762e-02,1.068294966874327478e+01,3.011388764206465396e+00
1.657558293776026801e+02,1.033217328620575337e+01,-8.981460523215204717e+01,1.580813121726107440e+00,2.989358557419484128e-02,1.073916422381569014e+01,2.987239674610601803e+00
1.659557760957903838e+02,1.013224728604788716e+01,-8.981715761363885520e+01,1.586079522883156123e+00,2.291860117218889881e-02,1.079463875101152581e+01,2.963284242683669856e+00
1.661557228139780875e+02,9.932420539400283133e+00,-8.982062449253388081e+01,1.589982506126772499e+00,1.623671322085796023e-02,1.084938817093404317e+01,2.939520915435768433e+00
1.663556695321657912e+02,9.732451855700933407e+00,-8.982475769744733896e+01,1.592798721609183232e+00,1.191520283467113750e-02,1.090342692935457514e+01,2.915948152330770871e+00
1.665556162503534949e+02,9.532562636283433477e+00,-8.982936893616685836e+01,1.594836541526588825e+00,9.236419252461753812e-03,1.095676901877111753e+01,2.892564425186422206e+00
1.667555629685411986e+02,9.332742645319667574e+00,-8.983434969800649128e+01,1.596556021694773619e+00,7.991120998439082274e-03,1.100942799870309585e+01,2.869368218075620813e+00
1.669555096867289024e+02,9.132818833673203684e+00,-8.983965652961046544e+01,1.598091888868733434e+00,7.366538133802055972e-03,1.106141701481235629e+01,2.846358027227663179e+00
1.671554564049165776e+02,8.932955275855613664e+00,-8.984525636852806940e+01,1.599501631652028522e+00,6.733546985686050118e-03,1.111274881693287853e+01,2.823532360930952390e+00
1.673554031231042813e+02,8.733139314370646389e+00,-8.985112406139147367e+01,1.600783782361872909e+00,6.093067648454915386e-03,1.116343577608492232e+01,2.800889739436324799e+00
1.675553498412919851e+02,8.533256056913518961e+00,-8.985723742922500890e+01,1.601937611061684308e+00,5.445561978731153219e-03,1.121348990054321071e+01,2.778428694861239556e+00
1.677552965594796888e+02,8.333414486333067472e+00,-8.986356732116784940e+01,1.602961206031389807e+00,4.792447449695772833e-03,1.126292285102302770e+01,2.756147771094294097e+00
1.679552432776673925e+02,8.133600879721955224e+00,-8.987008796351791773e+01,1.603853623267689876e+00,4.134566297210612133e-03,1.131174595504328018e+01,2.734045523701033709e+00
1.681551899958550962e+02,7.933751841742409106e+00,-8.987677513505288118e+01,1.604614232550842345e+00,3.472438095389484940e-03,1.135997022052072225e+01,2.712120519830515608e+00
1.683551367140427715e+02,7.733927232733268653e+00,-8.988360037991992613e+01,1.605242061358268302e+00,2.807211412859765901e-03,1.140760634864549061e+01,2.690371338121873013e+00
1.685550834322304752e+02,7.534112114525014725e+00,-8.989053757634367514e+01,1.605736620948031934e+00,2.139619906832827736e-03,1.145466474608419993e+01,2.668796568612533449e+00
1.687550301504181789e+02,7.334287752014526873e+00,-8.989756067339097001e+01,1.606097490448908260e+00,1.469831478817351222e-03,1.150115553655342815e+01,2.647394812647158702e+00
1.689549768686058826e+02,7.134473492921682869e+00,-8.990464220978839194e+01,1.606324377159192629e+00,7.998988555372096030e-04,1.154708857180308712e+01,2.626164682786151339e+00
1.691549235867935863e+02,6.934651481911097370e+00,-8.991175601996803834e+01,1.606417368724052608e+00,1.297958298659025993e-04,1.159247344204646168e+01,2.605104802716168066e+00
1.693548703049812900e+02,6.734841672869137597e+00,-8.991887455936810625e+01,1.606375820699204482e+00,-5.452070210633923764e-04,1.163731948587082421e+01,2.584213807161179766e+00
1.695548170231689937e+02,6.535026421018359066e+00,-8.992597151832971747e+01,1.606200190864820243e+00,-1.206463691864060033e-03,1.168163579966021892e+01,2.563490341793486671e+00
1.697547637413566690e+02,6.335188070428710461e+00,-8.993302104607289493e+01,1.605894489125503810e+00,-1.788553560894793086e-03,1.172543124655968505e+01,2.542933063145737638e+00
1.699547104595443727e+02,6.135366191267598523e+00,-8.994000151561958489e+01,1.605536575680240219e+00,-1.791800389633611042e-03,1.176871446500815033e+01,2.522540638524827905e+00
1.701546571777320764e+02,5.935536271527730889e+00,-8.994691055250730471e+01,1.605177125502785351e+00,-1.808417636469224861e-03,1.181149387686538077e+01,2.502311745924612918e+00
1.703546038959197801e+02,5.735704732457596045e+00,-8.995374729614587750e+01,1.604813123484551518e+00,-1.831926681985920208e-03,1.185377769515645596e+01,2.482245073940061886e+00
1.705545506141074839e+02,5.535874600536807577e+00,-8.996051073523726416e+01,1.604444955668654416e+00,-1.850785666409866933e-03,1.189557393145587305e+01,2.462339321683135740e+00
1.707544973322951876e+02,5.336040708896827134e+00,-8.996720026554874039e+01,1.604072952061338597e+00,-1.870586266676477812e-03,1.193689040293168979e+01,2.442593198697708523e+00
1.709544440504828628e+02,5.136200450107363480e+00,-8.997381518167148329e+01,1.603696900270294989e+00,-1.890834764418762321e-03,1.197773473906886643e+01,2.423005424876328640e+00
1.711543907686705666e+02,4.936362657442774804e+00,-8.998035438360271598e+01,1.603316842026007549e+00,-1.910796228100283649e-03,1.201811438808963217e+01,2.403574730376834001e+00
1.713543374868582703e+02,4.736521688722252321e+00,-8.998681725833718303e+01,1.602932786508574736e+00,-1.930836310122654564e-03,1.205803662308762902e+01,2.384299855540366053e+00
1.715542842050459740e+02,4.536673909337545219e+00,-8.999320311915269599e+01,1.602544709096583198e+00,-1.950912509774065584e-03,1.209750854789133534e+01,2.365179550809389575e+00
1.717542309232336777e+02,4.336828506152132334e+00,-8.999951086972140502e+01,1.602152626372276067e+00,-1.970991970517957728e-03,1.213653710267150032e+01,2.346212576647183301e+00
1.719541776414213814e+02,4.136980271319840696e+00,-9.000573987390129105e+01,1.601756527422475429e+00,-1.991091123546239600e-03,1.217512906930618932e+01,2.327397703457324774e+00
1.721541243596090567e+02,3.937125097466072976e+00,-9.001188945299249156e+01,1.601356399160800414e+00,-2.011200356137422818e-03,1.221329107651628654e+01,2.308733711503066388e+00
1.723540710777967604e+02,3.737272135664826411e+00,-9.001795852105108509e+01,1.600952256583410005e+00,-2.031332325863457588e-03,1.225102960478346681e+01,2.290219390829930646e+00
1.725540177959844641e+02,3.537416674423482732e+00,-9.002394641881922155e+01,1.600544088100705586e+00,-2.051480739383073487e-03,1.228835099106196260e+01,2.271853541185834935e+00
1.727539645141721678e+02,3.337554176273533013e+00,-9.002985247360651044e+01,1.600131880285767139e+00,-2.071637721273577627e-03,1.232526143329462798e+01,2.253634971943966558e+00
1.729539112323598715e+02,3.137693734180790450e+00,-9.003567561027601585e+01,1.599715648304760762e+00,-2.091818713495036987e-03,1.236176699474336615e+01,2.235562502025531195e+00
1.731538579505475752e+02,2.937831125575693036e+00,-9.004141514774538280e+01,1.599295381185255494e+00,-2.112016768806740906e-03,1.239787360814318973e+01,2.217634959823092000e+00
1.733538046687352789e+02,2.737961392549427497e+00,-9.004707041783544241e+01,1.598871064320935176e+00,-2.132223480755801853e-03,1.243358707968876153e+01,2.199851183124238219e+00
1.735537513869229542e+02,2.538093576475249247e+00,-9.005264035613883777e+01,1.598442713168662266e+00,-2.152454402920653265e-03,1.246891309286167804e+01,2.182210019037338355e+00
1.737536981051106579e+02,2.338223926283518050e+00,-9.005812426126509251e+01,1.598010317465096364e+00,-2.172703208007673806e-03,1.250385721210630763e+01,2.164710323915504109e+00
1.739536448232983616e+02,2.138347073333293658e+00,-9.006352146799501668e+01,1.597573861349784963e+00,-2.192960836476338590e-03,1.253842488636155750e+01,2.147350963283432890e+00
1.741535915414860654e+02,1.938472018438877065e+00,-9.006883092249871936e+01,1.597133360600300200e+00,-2.213242820239734888e-03,1.257262145245542229e+01,2.130130811763087717e+00
1.743535382596737691e+02,1.738595459077459715e+00,-9.007405190472212553e+01,1.596688805671689693e+00,-2.233543485229075830e-03,1.260645213836896161e+01,2.113048753001618874e+00
1.745534849778614728e+02,1.538711627947155991e+00,-9.007918375078217821e+01,1.596240179424457395e+00,-2.253853141864059235e-03,1.263992206637580296e+01,2.096103679597918212e+00
1.747534316960491481e+02,1.338829499133341816e+00,-9.008422541724623045e+01,1.595787497986046688e+00,-2.274187324138410120e-03,1.267303625606300699e+01,2.079294493031698110e+00
1.749533784142368518e+02,1.138946190460986330e+00,-9.008917616713240761e+01,1.595330752514541039e+00,-2.294541002547022691e-03,1.270579962723882517e+01,2.062620103592009535e+00
1.751533251324245555e+02,9.390555505873185993e-01,-9.009403533620604776e+01,1.594869924564832786e+00,-2.314903875104810764e-03,1.273821700273255253e+01,2.046079430306634084e+00
1.753532718506122592e+02,7.391665433973897414e-01,-9.009880189123825289e+01,1.594405030642580101e+00,-2.335291528004949414e-03,1.277029311109134468e+01,2.029671400871966291e+00
1.755532185687999629e+02,5.392766735887175589e-01,-9.010347508010833906e+01,1.593936062583667379e+00,-2.355699341828366121e-03,1.280203258917874365e+01,2.013394951582919035e+00
1.757531652869876666e+02,3.393794229841853305e-01,-9.010805423649675561e+01,1.593463000651803796e+00,-2.376116507005538413e-03,1.283343998467924507e+01,1.997249027265393773e+00
1.759531120051753419e+02,1.394837645170997620e-01,-9.011253833719682405e+01,1.592985861778327461e+00,-2.396558749973115750e-03,1.286451975851312568e+01,1.981232581206411991e+00
1.761530587233630456e+02,-6.041244904957810552e-02,-9.011692661676671889e+01,1.592504638414760088e+00,-2.417021977936275028e-03,1.289527628716546914e+01,1.965344575086894752e+00
1.763530054415507493e+02,-2.603160829055088943e-01,-9.012121840503348835e+01,1.592019309496243373e+00,-2.437494709548479119e-03,1.292571386493315977e+01,1.949583978914541271e+00
1.765529521597384530e+02,-4.602181330719395391e-01,-9.012541268865143707e+01,1.591529892488053655e+00,-2.457992548389589370e-03,1.295583670609335414e+01,1.933949770956834957e+00
1.767528988779261567e+02,-6.601204429170266508e-01,-9.012950869066455084e+01,1.591036380397334860e+00,-2.478512382116198915e-03,1.298564894699688210e+01,1.918440937674219970e+00
1.769528455961138604e+02,-8.600302021777673778e-01,-9.013350573527040410e+01,1.590538750796694600e+00,-2.499041940149329070e-03,1.301515464808970535e+01,1.903056473655926117e+00
1.771527923143015641e+02,-1.059938351052885475e+00,-9.013740281886893513e+01,1.590037021760835501e+00,-2.519596634641789023e-03,1.304435779586552790e+01,1.887795381553087681e+00
1.773527390324892394e+02,-1.259846478687994376e+00,-9.014119915473642664e+01,1.589531186774529203e+00,-2.540174175664689470e-03,1.307326230475242390e+01,1.872656672014831436e+00
1.775526857506769431e+02,-1.459762074229927986e+00,-9.014489405967488267e+01,1.589021222088481622e+00,-2.560761690838764607e-03,1.310187201893622166e+01,1.857639363624685069e+00
1.777526324688646469e+02,-1.659675994465986237e+00,-9.014848653978651782e+01,1.588507146421706651e+00,-2.581374698783518024e-03,1.313019071412331051e+01,1.842742482835861839e+00
1.779525791870523506e+02,-1.859589629476706030e+00,-9.015197580022575607e+01,1.587988953625382393e+00,-2.602011042846194902e-03,1.315822209924525410e+01,1.827965063909110732e+00
1.781525259052400543e+02,-2.059510739978950511e+00,-9.015536114866094408e+01,1.587466618717575884e+00,-2.622657555269355262e-03,1.318596981810769186e+01,1.813306148849298971e+00
1.783524726234277580e+02,-2.259430068915561751e+00,-9.015864160094760393e+01,1.586940161121307646e+00,-2.643330184822253581e-03,1.321343745098568156e+01,1.798764787344023341e+00
1.785524193416154333e+02,-2.459348868033489843e+00,-9.016181635562966790e+01,1.586409574895013996e+00,-2.664026667112399504e-03,1.324062851616769265e+01,1.784340036701532739e+00
1.787523660598031370e+02,-2.659275139047738268e+00,-9.016488470954530499e+01,1.585874833852213506e+00,-2.684733468723841769e-03,1.326754647145024180e+01,1.770030961789616164e+00
1.789523127779908407e+02,-2.859199477744885254e+00,-9.016784568846084369e+01,1.585335958270439605e+00,-2.705466821522753158e-03,1.329419471558517074e+01,1.755836634975381116e+00
1.791522594961785444e+02,-3.059123063909959139e+00,-9.017069848564146639e+01,1.584792942260132342e+00,-2.726224640592612991e-03,1.332057658968134994e+01,1.741756136064793514e+00
1.793522062143662481e+02,-3.259054106919675675e+00,-9.017344238547738655e+01,1.584245758455235631e+00,-2.746992989850421864e-03,1.334669537856265542e+01,1.727788552243106235e+00
1.795521529325539518e+02,-3.458983019178660800e+00,-9.017607642394330014e+01,1.583694428106243279e+00,-2.767788402286559292e-03,1.337255431208384771e+01,1.713932978015330511e+00
1.797520996507416555e+02,-3.658910980590321937e+00,-9.017859979011454641e+01,1.583138945185751822e+00,-2.788608797712385876e-03,1.339815656640599251e+01,1.700188515148525203e+00
1.799520463689293308e+02,-3.858846372059335561e+00,-9.018101175441049122e+01,1.582579281222677992e+00,-2.809439919589562431e-03,1.342350526523295073e+01,1.686554272612263539e+00
1.801519930871170345e+02,-4.058779383431613041e+00,-9.018331136347970300e+01,1.582015458578956313e+00,-2.830298684692903258e-03,1.344860348101040515e+01,1.673029366521854744e+00
1.803519398053047382e+02,-4.258711272589295938e+00,-9.018549780301064800e+01,1.581447470868426741e+00,-2.851182881116223668e-03,1.347345423608885007e+01,1.659612920080685505e+00
1.805518865234924419e+02,-4.458650552999666949e+00,-9.018757032805240215e+01,1.580875288597098915e+00,-2.872078009062987471e-03,1.349806050385182843e+01,1.646304063523166272e+00
1.807518332416801456e+02,-4.658587149782924541e+00,-9.018952799658707420e+01,1.580298935386451831e+00,-2.893001470696913383e-03,1.352242520981076623e+01,1.633101934059001392e+00
1.809517799598678494e+02,-4.858522482515376772e+00,-9.019136999137491273e+01,1.579718404232203888e+00,-2.913950792713979748e-03,1.354655123266759453e+01,1.620005675816444723e+00
1.811517266780555246e+02,-5.058465155393700563e+00,-9.019309555084099372e+01,1.579133664705613782e+00,-2.934911223181206272e-03,1.357044140534632071e+01,1.607014439787376903e+00
1.813516733962432284e+02,-5.258404783614915701e+00,-9.019470374518316191e+01,1.578544741886530822e+00,-2.955900600587600940e-03,1.359409851599469654e+01,1.594127383772075524e+00
1.815516201144309321e+02,-5.458343038098381506e+00,-9.019619375429574859e+01,1.577951627870110229e+00,-2.976916304642097597e-03,1.361752530895705604e+01,1.581343672324427629e+00
1.817515668326186358e+02,-5.658288569031303616e+00,-9.019756479890709500e+01,1.577354291383461060e+00,-2.997943354734532856e-03,1.364072448571930884e+01,1.568662476698401864e+00
1.819515135508063395e+02,-5.858230633416126487e+00,-9.019881596256669809e+01,1.576752759143560390e+00,-3.019000108248461826e-03,1.366369870582714441e+01,1.556082974793682627e+00
1.821514602689940432e+02,-6.058171249180648310e+00,-9.019994642189641354e+01,1.576147022030900402e+00,-3.040083405942231500e-03,1.368645058777833334e+01,1.543604351102349170e+00
1.823514069871817469e+02,-6.258119064818221666e+00,-9.020095537906352945e+01,1.575537048088935244e+00,-3.061178289648245395e-03,1.370898270989004608e+01,1.531225796656496163e+00
1.825513537053694222e+02,-6.458062927746552440e+00,-9.020184193239680326e+01,1.574922865843548792e+00,-3.082303954743028339e-03,1.373129761114206815e+01,1.518946508975427045e+00
1.827513004235571259e+02,-6.658005304670690627e+00,-9.020260525431152132e+01,1.574304464595382314e+00,-3.103456123765065133e-03,1.375339779199672563e+01,1.506765692014042868e+00
1.829512471417448296e+02,-6.857954791718293919e+00,-9.020324452778618252e+01,1.573681811885688120e+00,-3.124620053693105345e-03,1.377528571519634504e+01,1.494682556110417115e+00
1.831511938599325333e+02,-7.057899772165538543e+00,-9.020375886767956786e+01,1.573054938278112935e+00,-3.145815965034289181e-03,1.379696380653895282e+01,1.482696317935589869e+00
1.833511405781202370e+02,-7.257843269459003821e+00,-9.020414744068033031e+01,1.572423831081152024e+00,-3.167038399072777052e-03,1.381843445563303518e+01,1.470806200441983513e+00
1.835510872963079407e+02,-7.457793773657009240e+00,-9.020440941021861647e+01,1.571788457472154121e+00,-3.188272791655470586e-03,1.383970001663198168e+01,1.459011432813577258e+00
1.837510340144956160e+02,-7.657739146120171370e+00,-9.020454390978510162e+01,1.571148850323590196e+00,-3.209540352326920552e-03,1.386076280894893920e+01,1.447311250415650452e+00
1.839509807326833197e+02,-7.857683081294164040e+00,-9.020455009815628955e+01,1.570504994520740993e+00,-3.230834340387482660e-03,1.388162511795270682e+01,1.435704894745211568e+00
1.841509274508710234e+02,-8.057633906385387235e+00,-9.020442711916423661e+01,1.569856857067278622e+00,-3.252140480726596269e-03,1.390228919564530408e+01,1.424191613381882160e+00
1.843508741690587271e+02,-8.257578899794340899e+00,-9.020417412743466912e+01,1.569204473415857226e+00,-3.273481113680101317e-03,1.392275726132178448e+01,1.412770659939429629e+00
1.845508208872464309e+02,-8.457522547619223729e+00,-9.020379027090920943e+01,1.568547825535818507e+00,-3.294848044897076469e-03,1.394303150221292498e+01,1.401441294016688266e+00
1.847507676054341346e+02,-8.657472954303768731e+00,-9.020327467411073030e+01,1.567886880451469622e+00,-3.316227328499558435e-03,1.396311407411128869e+01,1.390202781150232880e+00
1.849507143236218099e+02,-8.857416750916398129e+00,-9.020262651573547430e+01,1.567221676508344874e+00,-3.337642461909629508e-03,1.398300710198123120e+01,1.379054392766243975e+00
1.851506610418095136e+02,-9.057359342366762434e+00,-9.020184492915258545e+01,1.566552192231307039e+00,-3.359083700350866397e-03,1.400271268055334239e+01,1.367995406133757808e+00
1.853506077599972173e+02,-9.257308547244020858e+00,-9.020092902024595105e+01,1.565878394885960034e+00,-3.380537498732499174e-03,1.402223287490383896e+01,1.357025104317585384e+00
1.855505544781849210e+02,-9.457250281525540814e+00,-9.019987799519648775e+01,1.565200326044929202e+00,-3.402028564530413385e-03,1.404156972101934286e+01,1.346142776131433294e+00
1.857505011963726247e+02,-9.657191002711664751e+00,-9.019869096816778153e+01,1.564517960211529335e+00,-3.423545442854853977e-03,1.406072522634755018e+01,1.335347716092687875e+00
1.859504479145603284e+02,-9.857138181698948287e+00,-9.019736703015675516e+01,1.563831513839635257e+00,-3.429756160107514870e-03,1.407970137033419888e+01,1.324639224375949276e+00
1.861503946327480321e+02,-1.005707695532252544e+01,-9.019590639760606621e+01,1.563153024352846199e+00,-3.357044991331650016e-03,1.409850010494676908e+01,1.314016606767686612e+00
1.863503413509357074e+02,-1.025701509149111956e+01,-9.019431226788726974e+01,1.562505290082392140e+00,-3.036920973894660907e-03,1.411712335518531702e+01,1.303479174621932524e+00
1.865502880691234111e+02,-1.045695956898628687e+01,-9.019259677512195594e+01,1.561943619000318861e+00,-2.547003471391286623e-03,1.413557301958084800e+01,1.293026244814792891e+00
1.867502347873111148e+02,-1.065689513281344958e+01,-9.019078063836177250e+01,1.561506284323376903e+00,-1.827676497085117075e-03,1.415385097068160469e+01,1.282657139700600135e+00
1.869501815054988185e+02,-1.085683123947962869e+01,-9.018889265833927027e+01,1.561241559081921526e+00,-6.591279480349441881e-04,1.417195905552760671e+01,1.272371187067842691e+00
1.871501282236865222e+02,-1.105677390406943061e+01,-9.018697847841285409e+01,1.561251970130836497e+00,7.836687033690541409e-04,1.418989909611384626e+01,1.262167720095741297e+00
1.873500749418742259e+02,-1.125670880798564255e+01,-9.018509646857459927e+01,1.561568180567746822e+00,2.379130189312672877e-03,1.420767288984243670e+01,1.252046077310852379e+00
1.875500216600619012e+02,-1.145664631491975705e+01,-9.018330955253469483e+01,1.562203399726592501e+00,3.975288841415704037e-03,1.422528220996405857e+01,1.242005602544386189e+00
1.877499683782496049e+02,-1.165659105079481250e+01,-9.018168150825290752e+01,1.563157869449987913e+00,5.571861554477701602e-03,1.424272880600901026e+01,1.232045644889320668e+00
1.879499150964373086e+02,-1.185652977092708582e+01,-9.018027628267924456e+01,1.564431707039854125e+00,7.169935371975476139e-03,1.426001440420818689e+01,1.222165558658527162e+00
1.881498618146250124e+02,-1.205647217060481857e+01,-9.017915767942696448e+01,1.566025094835464149e+00,8.768814337517069624e-03,1.427714070790424827e+01,1.212364703342991623e+00
1.883498085328127161e+02,-1.225642184890618580e+01,-9.017838961547661825e+01,1.567938315137657579e+00,1.036815192542226739e-02,1.429410939795329405e+01,1.202642443569768904e+00
1.885497552510004198e+02,-1.245636468652604734e+01,-9.017803608915220082e+01,1.570171414271108290e+00,1.196898702330947452e-02,1.431092213311730355e+01,1.192998149061151425e+00
1.887497019691880951e+02,-1.265630983295540446e+01,-9.017816105394791748e+01,1.572724598263835816e+00,1.357033964127294171e-02,1.432758055044759793e+01,1.183431194594398272e+00
1.889496486873757988e+02,-1.285626038817656891e+01,-9.017882856141062575e+01,1.575598117085064587e+00,1.517175509767128803e-02,1.434408626565960176e+01,1.173940959959528074e+00
1.891495954055635025e+02,-1.305619811732111124e+01,-9.018010256970337934e+01,1.578791813291875457e+00,1.677416740022248318e-02,1.436044087349913134e+01,1.164526829921201045e+00
1.893495421237512062e+02,-1.325613317245571743e+01,-9.018204716026269807e+01,1.582305835874395328e+00,1.837610730929580341e-02,1.437664594810044782e+01,1.155188194177164673e+00
1.895494888419389099e+02,-1.345606863945574894e+01,-9.018472646818742078e+01,1.586140288733714598e+00,1.997709676703561879e-02,1.439270304333632922e+01,1.145924447319648598e+00
1.897494355601266136e+02,-1.365597728471735017e+01,-9.018820411882150268e+01,1.590294605117805737e+00,2.157809502397004670e-02,1.440861369316035479e+01,1.136734988795538248e+00
1.899493822783143173e+02,-1.385587404333596240e+01,-9.019254430825876057e+01,1.594768784957644847e+00,2.317598325960147990e-02,1.442437941194163464e+01,1.127619222868065929e+00
1.901493289965019926e+02,-1.405576152236991483e+01,-9.019781111306112109e+01,1.599562541730524146e+00,2.477162583023279074e-02,1.444000169479219231e+01,1.118576558577524471e+00
1.903492757146896963e+02,-1.425559662058725152e+01,-9.020406715894914385e+01,1.604674936714182820e+00,2.636766360276266916e-02,1.445548201788718856e+01,1.109606409703442598e+00
1.905492224328774000e+02,-1.445540812804098429e+01,-9.021137702707264339e+01,1.610105358530955932e+00,2.794740174004533076e-02,1.447082183877820860e+01,1.100708194726161659e+00
1.907491691510651037e+02,-1.465519228359619675e+01,-9.021980407010143210e+01,1.615851350182790469e+00,2.952586605262220651e-02,1.448602259669975645e+01,1.091881336789494616e+00
1.909491158692528074e+02,-1.485488154917817916e+01,-9.022940879880776777e+01,1.621918502602342826e+00,3.116241786605028832e-02,1.450108571286918746e+01,1.083125263663569093e+00
1.911490625874405112e+02,-1.505450776297799997e+01,-9.024025619496353556e+01,1.628276115955496373e+00,3.211612975639997758e-02,1.451601259078023531e+01,1.007101280895832396e+00
1.913490093056281864e+02,-1.525413735284269912e+01,-9.025238884690506325e+01,1.634728194892754338e+00,3.239648916493512859e-02,1.452987800112877181e+01,9.269021123671673523e-01
1.915489560238158901e+02,-1.545356784909276548e+01,-9.026580540064166769e+01,1.641214198189102191e+00,3.250306945595004410e-02,1.454262757546186791e+01,8.849204453079072552e-01
1.917489027420035939e+02,-1.565298223611061346e+01,-9.028052320353864957e+01,1.647726342587482407e+00,3.264751595421856722e-02,1.455478926939091622e+01,8.357222374919593966e-01
1.919488494601912976e+02,-1.585233437431861425e+01,-9.029654575840839925e+01,1.654273907580241953e+00,3.283164027082358105e-02,1.456626549647448066e+01,7.790427969053623780e-01
1.921487961783790013e+02,-1.605148302231724600e+01,-9.031386826456926542e+01,1.660852803359178509e+00,3.299011036235395544e-02,1.457695525872673237e+01,7.288943464425856611e-01
1.923487428965667050e+02,-1.625057188685507725e+01,-9.033250945716783065e+01,1.667466028842092385e+00,3.315578921376775151e-02,1.458694980727206314e+01,6.781802007946823307e-01
1.925486896147544087e+02,-1.644954841998906758e+01,-9.035247181681981488e+01,1.674113722107355429e+00,3.333164027857508233e-02,1.459624282104309323e+01,6.262847352417071356e-01
1.927486363329420840e+02,-1.664833227124213622e+01,-9.037375384432355929e+01,1.680794325544585632e+00,3.350166496599965571e-02,1.460481946638770623e+01,5.766481911444535369e-01
1.929485830511297877e+02,-1.684701062644282388e+01,-9.039637168140427548e+01,1.687511164095528038e+00,3.367718698635468327e-02,1.461271191369054812e+01,5.268190381734214611e-01
1.931485297693174914e+02,-1.704552943309938584e+01,-9.042032661064948229e+01,1.694262857056844318e+00,3.385634167107611642e-02,1.461991863684736259e+01,4.772066357601658648e-01
1.933484764875051951e+02,-1.724386120639871933e+01,-9.044562222405498630e+01,1.701049579684279500e+00,3.403146882958100333e-02,1.462644361249419056e+01,4.294534755381361202e-01
1.935484232056928988e+02,-1.744203648986991340e+01,-9.047226957591240648e+01,1.707872853805035618e+00,3.421235186200292239e-02,1.463231315874453387e+01,3.814372764857797415e-01
1.937483699238806025e+02,-1.764001517929661844e+01,-9.050027063245694592e+01,1.714731414939212328e+00,3.439382385012710458e-02,1.463752447098975829e+01,3.342782124075332484e-01
1.939483166420682778e+02,-1.783780148089082473e+01,-9.052963322579194028e+01,1.721626528683139590e+00,3.457153758703242902e-02,1.464208995676126435e+01,2.888997435822192594e-01
1.941482633602559815e+02,-1.803537635710332054e+01,-9.056036181989351519e+01,1.728557749499139540e+00,3.475513280303528518e-02,1.464603452860596455e+01,2.432066288036251744e-01
1.943482100784436852e+02,-1.823273074197213006e+01,-9.059246229290206998e+01,1.735524751781584385e+00,3.493638302529968737e-02,1.464935439354443680e+01,1.989791751676116549e-01
1.945481567966313889e+02,-1.842987279775772791e+01,-9.062594346924116451e+01,1.742528934014068831e+00,3.511470650386971926e-02,1.465206997709827341e+01,1.563205595367233025e-01
